player,team,league_name_fbref,league_name_sofifa,games,minutes,goals,assists,goals_pens,goals_per90,assists_per90,goals_pens_per90,xg,npxg,xa,xg_per90,xa_per90,npxg_per90,crosses,interceptions,tackles_won,aerials_won,touches_att_pen_area,dribbles_completed,progressive_carries,progressive_passes_received,tackles,dribble_tackles,pressures,blocks,clearances,gca,passes_completed,passes,passes_completed_short,passes_short,passes_completed_medium,passes_medium,passes_completed_long,passes_long,progressive_passes
Mathias Jørgensen,NY Red Bulls,Major League Soccer,USA Major League Soccer,8,269,0,0,0,0.00,0.00,0.00,1.0,1.0,0.1,0.32,0.02,0.32,2,0,0,5,16,1,3,29,1,0,29,4,1,0,20,43,14,29,6,11,0,1,0
Ben Mines,NY Red Bulls,Major League Soccer,USA Major League Soccer,5,175,1,1,1,0.51,0.51,0.51,0.6,0.6,0.6,0.28,0.30,0.28,12,0,0,0,13,4,14,15,3,2,32,1,0,2,40,65,21,29,14,22,3,8,6
Alex Muyl,NY Red Bulls,Major League Soccer,USA Major League Soccer,2,57,0,0,0,0.00,0.00,0.00,0.3,0.3,0.3,0.49,0.49,0.49,2,2,2,0,4,2,1,5,2,2,15,1,1,0,17,24,11,12,5,8,1,4,0
Josh Sims,NY Red Bulls,Major League Soccer,USA Major League Soccer,2,47,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,2,1,0,1,0,1,4,2,0,0,10,0,0,0,15,18,10,11,3,4,1,2,2
Miguel Nazarit,Nashville,Major League Soccer,USA Major League Soccer,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Elliot Panicco,Nashville,Major League Soccer,USA Major League Soccer,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Adrian Zendejas,Nashville,Major League Soccer,USA Major League Soccer,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
David Romney,Nashville,Major League Soccer,USA Major League Soccer,23,"2,070",1,1,1,0.04,0.04,0.04,0.8,0.8,0.2,0.04,0.01,0.04,3,4,8,53,15,0,37,6,14,7,129,33,128,3,867,1022,189,204,496,543,177,265,45
Joe Willis,Nashville,Major League Soccer,USA Major League Soccer,23,"2,070",0,0,0,0.00,0.00,0.00,0.0,0.0,0.3,0.00,0.01,0.00,0,0,0,0,0,0,0,0,0,0,4,1,1,0,412,651,58,58,176,177,178,415,0
Walker Zimmerman,Nashville,Major League Soccer,USA Major League Soccer,22,"1,953",3,0,3,0.14,0.00,0.14,1.4,1.4,0.8,0.06,0.04,0.06,2,16,21,69,36,3,30,23,28,7,161,27,142,4,840,1002,213,242,439,474,183,270,42
Daniel Lovitz,Nashville,Major League Soccer,USA Major League Soccer,21,"1,890",1,2,1,0.05,0.10,0.05,0.8,0.8,2.0,0.04,0.10,0.04,66,13,23,25,13,20,87,31,46,13,264,41,66,3,764,1095,264,300,352,460,143,312,85
Dax McCarty,Nashville,Major League Soccer,USA Major League Soccer,21,"1,677",1,3,1,0.05,0.16,0.05,0.6,0.6,2.8,0.03,0.15,0.03,4,10,35,18,25,6,55,38,49,17,332,29,34,4,912,1050,362,403,398,440,138,177,99
Randall Leal,Nashville,Major League Soccer,USA Major League Soccer,21,"1,605",3,4,3,0.17,0.22,0.17,2.2,2.2,2.7,0.12,0.15,0.12,30,17,24,14,38,36,117,102,33,6,299,19,8,7,518,677,272,324,173,218,67,100,67
Aníbal Godoy,Nashville,Major League Soccer,USA Major League Soccer,20,"1,490",1,0,1,0.06,0.00,0.06,1.0,1.0,0.6,0.06,0.04,0.06,4,21,32,27,15,22,67,41,45,8,265,20,19,0,900,979,319,340,388,411,185,212,85
Alistair Johnston,Nashville,Major League Soccer,USA Major League Soccer,18,"1,365",0,0,0,0.00,0.00,0.00,0.4,0.4,1.0,0.02,0.07,0.02,29,5,22,10,15,8,41,28,40,15,257,32,38,0,591,763,270,303,250,300,63,134,40
Alex Muyl,Nashville,Major League Soccer,USA Major League Soccer,18,"1,088",0,2,0,0.00,0.17,0.00,1.5,1.5,1.1,0.13,0.09,0.13,17,1,14,16,41,13,37,58,21,2,292,28,3,4,240,318,137,162,74,97,24,39,24
Hany Mukhtar,Nashville,Major League Soccer,USA Major League Soccer,15,"1,088",4,3,4,0.33,0.25,0.33,3.2,2.4,1.7,0.26,0.14,0.20,15,6,14,7,33,15,58,103,24,7,206,8,4,7,382,484,205,228,126,147,39,83,40
Dominique Badji,Nashville,Major League Soccer,USA Major League Soccer,12,743,1,1,1,0.12,0.12,0.12,2.4,2.4,0.9,0.29,0.11,0.29,5,1,6,15,34,4,29,75,7,2,111,4,5,1,108,142,53,69,43,48,5,13,11
Derrick Jones,Nashville,Major League Soccer,USA Major League Soccer,18,909,0,2,0,0.00,0.20,0.00,0.8,0.8,0.9,0.08,0.09,0.08,7,0,10,27,27,29,43,66,17,5,128,13,6,2,279,339,145,167,110,132,13,20,27
Brian Anunga,Nashville,Major League Soccer,USA Major League Soccer,14,780,0,0,0,0.00,0.00,0.00,0.1,0.1,0.0,0.01,0.00,0.01,1,9,16,7,1,11,17,18,21,4,181,15,10,0,343,388,162,175,139,152,38,49,21
Daniel Armando Ríos,Nashville,Major League Soccer,USA Major League Soccer,18,701,4,0,4,0.51,0.00,0.51,3.7,3.7,0.7,0.48,0.09,0.48,4,0,3,17,44,5,19,85,4,0,129,4,1,1,141,170,87,98,42,52,7,10,5
Abu Danladi,Nashville,Major League Soccer,USA Major League Soccer,17,580,2,1,2,0.31,0.16,0.31,2.0,2.0,1.0,0.30,0.15,0.30,10,7,12,6,28,11,31,46,16,5,163,10,2,1,110,150,62,77,34,46,6,11,8
Jalil Anibaba,Nashville,Major League Soccer,USA Major League Soccer,12,588,0,0,0,0.00,0.00,0.00,0.3,0.3,0.0,0.05,0.00,0.05,11,2,7,7,6,0,13,1,9,3,65,14,24,0,188,250,51,59,97,116,38,71,19
Eric Miller,Nashville,Major League Soccer,USA Major League Soccer,6,436,0,0,0,0.00,0.00,0.00,0.1,0.1,0.0,0.02,0.00,0.02,9,1,1,10,2,0,16,11,5,2,56,5,17,0,159,209,72,83,73,89,13,31,21
Matt LaGrassa,Nashville,Major League Soccer,USA Major League Soccer,8,375,0,0,0,0.00,0.00,0.00,0.1,0.1,0.1,0.04,0.02,0.04,2,5,9,7,4,1,8,8,10,3,81,10,6,2,153,186,55,63,77,85,20,31,16
Taylor Washington,Nashville,Major League Soccer,USA Major League Soccer,14,401,0,1,0,0.00,0.22,0.00,0.0,0.0,1.0,0.00,0.23,0.00,20,3,5,4,1,3,28,10,8,2,52,6,10,2,141,192,64,74,49,63,26,46,12
David Accam,Nashville,Major League Soccer,USA Major League Soccer,7,207,1,0,1,0.43,0.00,0.43,0.7,0.7,0.1,0.30,0.04,0.30,5,1,1,1,11,4,16,20,1,0,47,2,1,0,42,58,21,26,17,23,4,6,4
Jack Maher,Nashville,Major League Soccer,USA Major League Soccer,3,126,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0,0,1,3,1,0,1,0,2,1,10,3,5,0,39,47,11,13,18,21,10,13,1
Alan Winn,Nashville,Major League Soccer,USA Major League Soccer,7,243,0,0,0,0.00,0.00,0.00,0.2,0.2,0.0,0.08,0.00,0.08,4,1,3,5,11,7,17,15,4,0,53,12,3,0,90,116,48,59,33,37,7,12,12
Brayan Beckeles,Nashville,Major League Soccer,USA Major League Soccer,2,72,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,1,0,0,2,0,1,1,0,1,0,14,0,5,0,30,36,8,11,17,18,4,6,6
Jhonder Cádiz,Nashville,Major League Soccer,USA Major League Soccer,7,224,2,0,2,0.80,0.00,0.80,1.7,1.7,0.0,0.66,0.00,0.66,3,0,2,12,22,6,7,21,2,0,31,0,2,0,35,51,18,24,13,20,3,4,3
Handwalla Bwana,Nashville,Major League Soccer,USA Major League Soccer,2,43,0,0,0,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.25,0.00,1,0,0,0,0,1,3,2,0,0,8,0,0,0,13,17,6,7,6,7,0,0,2
Jimmy Medranda,Nashville,Major League Soccer,USA Major League Soccer,1,9,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.27,0.22,0.27,1,0,0,0,1,0,2,2,0,0,1,1,1,0,4,6,2,2,1,2,1,2,1
Isaac Angking,New England,Major League Soccer,USA Major League Soccer,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Jefferson Caldwell,New England,Major League Soccer,USA Major League Soccer,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Damien Rivera,New England,Major League Soccer,USA Major League Soccer,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Matt Turner,New England,Major League Soccer,USA Major League Soccer,22,"1,980",0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,8,0,1,0,496,703,66,66,230,233,199,403,0
Henry Kessler,New England,Major League Soccer,USA Major League Soccer,22,"1,824",1,0,1,0.05,0.00,0.05,0.7,0.7,0.0,0.03,0.00,0.03,0,7,27,54,13,3,15,7,35,8,219,40,124,0,795,933,189,202,405,447,190,259,26
Andrew Farrell,New England,Major League Soccer,USA Major League Soccer,20,"1,711",0,0,0,0.00,0.00,0.00,0.0,0.0,0.2,0.00,0.01,0.00,0,10,22,27,0,5,35,1,29,10,158,25,110,0,794,955,191,222,352,389,242,324,70
Teal Bunbury,New England,Major League Soccer,USA Major League Soccer,22,"1,458",8,1,8,0.49,0.06,0.49,5.1,5.1,1.6,0.32,0.10,0.32,22,15,19,38,82,16,45,154,23,4,245,23,9,2,376,494,224,266,118,164,21,35,24
Brandon Bye,New England,Major League Soccer,USA Major League Soccer,22,"1,636",0,1,0,0.00,0.06,0.00,1.1,1.1,3.1,0.06,0.17,0.06,57,12,16,85,34,17,77,58,26,11,240,37,66,1,760,1049,370,442,302,403,77,157,107
Adam Buksa,New England,Major League Soccer,USA Major League Soccer,23,"1,500",6,1,6,0.36,0.06,0.36,6.7,5.7,2.0,0.40,0.12,0.34,3,1,9,63,90,18,29,139,13,3,276,20,15,5,217,296,113,148,76,101,22,28,28
Alexander Büttner,New England,Major League Soccer,USA Major League Soccer,17,"1,248",0,3,0,0.00,0.22,0.00,0.4,0.4,1.7,0.03,0.12,0.03,51,14,19,13,9,11,65,33,30,7,155,19,35,3,639,854,279,329,258,316,99,186,69
Scott Caldwell,New England,Major League Soccer,USA Major League Soccer,18,"1,152",0,0,0,0.00,0.00,0.00,0.1,0.1,0.4,0.01,0.03,0.01,2,13,12,11,3,3,24,17,28,9,287,27,12,0,610,697,193,228,295,316,106,129,57
Gustavo Bou,New England,Major League Soccer,USA Major League Soccer,18,"1,330",5,1,5,0.34,0.07,0.34,5.0,5.0,3.4,0.34,0.23,0.34,33,11,6,4,89,46,69,178,8,3,196,22,0,7,322,463,164,211,99,132,49,84,50
DeJuan Jones,New England,Major League Soccer,USA Major League Soccer,18,"1,134",0,0,0,0.00,0.00,0.00,0.4,0.4,0.8,0.03,0.06,0.03,40,17,18,16,26,16,99,30,27,9,214,27,42,1,583,765,277,320,238,295,59,115,73
Tajon Buchanan,New England,Major League Soccer,USA Major League Soccer,23,"1,087",2,2,2,0.17,0.17,0.17,2.9,2.9,1.7,0.24,0.14,0.24,30,5,23,19,74,25,64,125,33,6,219,26,11,5,266,370,160,195,86,111,12,27,10
Thomas McNamara,New England,Major League Soccer,USA Major League Soccer,14,859,0,1,0,0.00,0.10,0.00,0.9,0.9,1.3,0.09,0.14,0.09,10,2,14,5,13,9,34,28,21,4,197,18,11,2,430,520,156,176,169,193,99,130,39
Cristian Penilla,New England,Major League Soccer,USA Major League Soccer,17,964,0,3,0,0.00,0.28,0.00,1.6,1.6,1.4,0.15,0.13,0.15,26,4,16,4,45,15,73,70,22,7,151,8,7,5,239,333,112,141,73,105,49,66,37
Kelyn Rowe,New England,Major League Soccer,USA Major League Soccer,16,895,0,0,0,0.00,0.00,0.00,1.4,1.4,1.0,0.14,0.10,0.14,15,8,12,12,24,10,39,39,17,2,188,14,8,1,372,505,151,179,142,179,72,124,41
Diego Fagúndez,New England,Major League Soccer,USA Major League Soccer,19,970,1,0,1,0.09,0.00,0.09,2.6,2.6,1.4,0.24,0.13,0.24,7,7,15,12,30,10,43,48,23,6,223,11,9,1,426,528,176,198,172,193,71,117,43
Matt Polster,New England,Major League Soccer,USA Major League Soccer,15,758,0,1,0,0.00,0.12,0.00,0.1,0.1,0.6,0.01,0.08,0.01,3,7,8,16,6,7,20,7,15,1,141,15,14,3,409,471,124,146,200,212,83,104,49
Lee Nguyen,New England,Major League Soccer,USA Major League Soccer,12,719,1,1,0,0.13,0.13,0.00,1.3,0.6,2.1,0.17,0.27,0.07,10,3,7,2,11,6,46,45,9,1,146,10,1,2,403,474,165,176,159,177,73,107,58
Carles Gil,New England,Major League Soccer,USA Major League Soccer,6,366,0,1,0,0.00,0.25,0.00,1.1,0.3,1.3,0.26,0.33,0.08,12,1,1,0,18,8,48,29,1,0,55,3,1,3,226,285,89,104,99,112,34,56,36
Antonio Delamea Mlinar,New England,Major League Soccer,USA Major League Soccer,5,320,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0,2,4,9,0,0,2,0,6,3,24,9,18,0,114,131,29,32,57,63,28,35,6
Michael Mancienne,New England,Major League Soccer,USA Major League Soccer,5,316,0,0,0,0.00,0.00,0.00,0.1,0.1,0.0,0.04,0.00,0.04,0,7,0,5,1,1,4,0,3,0,28,7,20,1,123,142,21,25,70,77,32,39,4
Kekuta Manneh,New England,Major League Soccer,USA Major League Soccer,6,184,1,1,1,0.49,0.49,0.49,1.4,1.4,0.8,0.66,0.39,0.66,8,0,2,0,15,6,18,16,2,0,20,4,1,1,45,66,18,27,21,26,4,9,10
Wilfried Zahibo,New England,Major League Soccer,USA Major League Soccer,3,180,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,0,3,6,5,0,1,1,1,7,0,54,4,4,0,79,92,34,36,34,39,11,16,10
Brad Knighton,New England,Major League Soccer,USA Major League Soccer,1,90,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,0,0,4,4,16,28,0
Justin Rennicks,New England,Major League Soccer,USA Major League Soccer,4,32,0,0,0,0.00,0.00,0.00,0.6,0.6,0.1,1.57,0.24,1.57,1,0,0,0,5,1,3,5,1,1,13,0,0,0,7,8,2,3,3,3,0,0,1
Seth Sinovic,New England,Major League Soccer,USA Major League Soccer,1,14,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.12,0.00,1,0,0,0,0,0,0,1,0,0,1,0,1,0,10,14,1,1,9,10,0,2,1
Evan Bush,Montreal Impact,Major League Soccer,USA Major League Soccer,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Mathieu Choiniere,Montreal Impact,Major League Soccer,USA Major League Soccer,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Tomas Giraldo,Montreal Impact,Major League Soccer,USA Major League Soccer,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Steeven Saba,Montreal Impact,Major League Soccer,USA Major League Soccer,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Jonathan Sirois,Montreal Impact,Major League Soccer,USA Major League Soccer,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Samuel Piette,Montreal Impact,Major League Soccer,USA Major League Soccer,22,"1,939",1,1,1,0.05,0.05,0.05,1.7,1.7,2.4,0.08,0.11,0.08,12,8,38,16,25,19,52,100,54,12,443,27,32,3,735,906,294,334,333,391,99,149,79
Victor Wanyama,Montreal Impact,Major League Soccer,USA Major League Soccer,21,"1,890",2,1,2,0.10,0.05,0.10,1.1,1.1,0.3,0.05,0.02,0.05,2,22,36,28,19,26,81,23,50,10,333,25,43,2,969,1131,321,358,500,540,141,200,83
Clément Diop,Montreal Impact,Major League Soccer,USA Major League Soccer,20,"1,800",0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,1,2,0,0,0,0,6,1,1,0,469,602,102,104,222,227,143,268,0
Luis Binks,Montreal Impact,Major League Soccer,USA Major League Soccer,21,"1,763",0,0,0,0.00,0.00,0.00,0.8,0.8,0.6,0.04,0.03,0.04,1,19,13,48,10,7,40,3,25,6,177,42,108,3,824,961,185,202,454,489,181,254,46
Zachary Brault-Guillard,Montreal Impact,Major League Soccer,USA Major League Soccer,21,"1,787",0,0,0,0.00,0.00,0.00,0.3,0.3,2.0,0.02,0.10,0.02,61,15,18,17,45,29,127,66,36,9,211,15,35,4,724,983,290,340,343,432,88,166,67
Romell Quioto,Montreal Impact,Major League Soccer,USA Major League Soccer,19,"1,481",8,5,8,0.49,0.30,0.49,6.3,6.3,2.3,0.38,0.14,0.38,40,3,6,21,102,17,78,169,10,2,117,9,8,13,347,459,199,218,109,136,35,78,26
Jukka Raitala,Montreal Impact,Major League Soccer,USA Major League Soccer,15,"1,350",0,0,0,0.00,0.00,0.00,0.1,0.1,0.7,0.01,0.05,0.01,13,13,15,21,7,3,49,11,33,14,159,18,50,0,697,829,228,258,370,421,95,129,58
Rudy Camacho,Montreal Impact,Major League Soccer,USA Major League Soccer,14,"1,188",1,0,1,0.08,0.00,0.08,0.4,0.4,0.2,0.03,0.01,0.03,3,11,12,17,8,2,41,2,24,8,119,22,61,0,633,721,170,189,324,353,134,170,56
Bojan Krkić,Montreal Impact,Major League Soccer,USA Major League Soccer,17,"1,155",4,2,3,0.31,0.16,0.23,2.9,2.2,2.5,0.23,0.19,0.17,12,6,5,4,40,41,76,93,9,2,99,13,1,6,389,481,188,213,136,160,55,80,48
Jorge Luis Corrales,Montreal Impact,Major League Soccer,USA Major League Soccer,14,"1,068",0,1,0,0.00,0.08,0.00,0.1,0.1,1.0,0.01,0.08,0.01,17,7,8,13,14,21,59,28,15,8,109,32,29,1,523,675,260,294,216,271,40,77,55
Saphir Taïder,Montreal Impact,Major League Soccer,USA Major League Soccer,11,954,4,5,1,0.38,0.47,0.09,3.5,1.2,2.7,0.33,0.26,0.11,21,4,8,3,29,14,67,40,13,6,148,12,7,8,551,660,211,237,230,255,103,144,70
Rod Fanni,Montreal Impact,Major League Soccer,USA Major League Soccer,12,947,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0,10,10,16,1,6,28,0,12,2,55,21,43,2,427,485,109,121,216,232,98,123,31
Maximiliano Urruti,Montreal Impact,Major League Soccer,USA Major League Soccer,15,890,5,0,5,0.51,0.00,0.51,4.9,4.9,0.5,0.50,0.05,0.50,10,6,10,1,40,9,22,74,20,7,215,11,4,4,158,221,77,86,49,66,29,57,6
Emanuel Maciel,Montreal Impact,Major League Soccer,USA Major League Soccer,11,775,0,3,0,0.00,0.35,0.00,0.1,0.1,1.3,0.01,0.15,0.01,6,5,11,6,1,6,34,10,12,3,91,22,13,4,370,448,124,144,169,198,73,98,36
Amar Sejdic,Montreal Impact,Major League Soccer,USA Major League Soccer,14,688,2,0,2,0.26,0.00,0.26,1.0,1.0,0.6,0.13,0.08,0.13,8,8,13,2,5,6,25,25,18,4,131,13,6,0,247,318,100,112,82,100,54,89,31
Lassi Lappalainen,Montreal Impact,Major League Soccer,USA Major League Soccer,13,681,4,0,4,0.53,0.00,0.53,2.3,2.3,0.8,0.31,0.11,0.31,15,3,5,2,39,18,45,47,11,6,133,11,4,2,184,241,99,114,63,79,21,37,20
Joel Waterman,Montreal Impact,Major League Soccer,USA Major League Soccer,7,548,0,1,0,0.00,0.16,0.00,0.1,0.1,0.2,0.01,0.03,0.01,1,3,2,9,3,0,19,0,2,1,41,7,26,1,277,320,59,68,160,171,56,76,18
Orji Okwonkwo,Montreal Impact,Major League Soccer,USA Major League Soccer,13,492,1,1,1,0.18,0.18,0.18,1.0,1.0,0.1,0.19,0.02,0.19,10,0,5,7,24,7,37,60,5,0,60,3,1,2,109,158,50,64,48,63,11,18,7
Shamit Shome,Montreal Impact,Major League Soccer,USA Major League Soccer,12,285,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.01,0.00,3,3,4,3,4,2,16,11,8,1,56,9,7,0,111,142,43,48,52,62,13,23,13
James Pantemis,Montreal Impact,Major League Soccer,USA Major League Soccer,3,270,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,87,107,17,18,47,47,23,42,0
Anthony Jackson-Hamel,Montreal Impact,Major League Soccer,USA Major League Soccer,7,196,0,0,0,0.00,0.00,0.00,0.4,0.4,0.3,0.21,0.12,0.21,2,0,0,5,16,2,3,23,0,0,41,4,0,0,36,57,27,35,7,15,2,4,2
Mason Toye,Montreal Impact,Major League Soccer,USA Major League Soccer,6,154,0,1,0,0.00,0.58,0.00,0.1,0.1,0.5,0.09,0.27,0.09,1,0,1,1,6,0,1,14,1,0,22,0,1,1,26,35,14,17,10,13,2,3,0
Karifa Yao,Montreal Impact,Major League Soccer,USA Major League Soccer,2,128,0,0,0,0.00,0.00,0.00,0.3,0.3,0.0,0.22,0.00,0.22,0,1,1,1,2,0,2,1,2,1,20,2,4,0,31,41,10,13,16,18,5,10,2
Clement Bayiha,Montreal Impact,Major League Soccer,USA Major League Soccer,4,69,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.03,0.00,2,1,0,1,4,2,3,2,2,0,11,1,2,0,24,32,9,11,12,15,2,3,4
Ballou Tabla,Montreal Impact,Major League Soccer,USA Major League Soccer,5,102,1,0,1,0.88,0.00,0.88,0.7,0.7,0.0,0.66,0.00,0.66,1,0,0,0,9,2,9,16,0,0,14,0,0,0,24,31,12,15,11,14,0,0,7
Mustafa Kizza,Montreal Impact,Major League Soccer,USA Major League Soccer,1,20,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,1,1,0,0,0,1,1,0,0,0,1,2,0,1,9,11,6,6,2,3,1,2,1
Drake Callender,Inter Miami,Major League Soccer,USA Major League Soccer,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Grant Lillard,Inter Miami,Major League Soccer,USA Major League Soccer,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Lewis Morgan,Inter Miami,Major League Soccer,USA Major League Soccer,23,"1,941",5,5,4,0.23,0.23,0.19,4.0,3.2,7.1,0.18,0.33,0.15,129,11,9,7,86,39,188,154,25,6,333,16,10,10,522,894,199,246,208,314,102,280,66
Jorge Figal,Inter Miami,Major League Soccer,USA Major League Soccer,21,"1,742",0,0,0,0.00,0.00,0.00,2.0,2.0,0.6,0.10,0.03,0.10,9,20,25,18,25,17,79,26,41,7,243,32,48,3,844,1035,252,272,402,449,185,294,72
Ben Sweat,Inter Miami,Major League Soccer,USA Major League Soccer,22,"1,669",0,2,0,0.00,0.11,0.00,1.0,1.0,1.1,0.05,0.06,0.05,44,21,24,25,40,32,74,57,36,11,200,34,42,2,725,913,354,394,295,361,67,130,72
Rodolfo Pizarro,Inter Miami,Major League Soccer,USA Major League Soccer,19,"1,577",4,4,4,0.23,0.23,0.23,4.1,4.1,2.1,0.23,0.12,0.23,32,4,9,3,76,50,128,208,14,2,247,19,5,5,514,656,250,297,204,255,44,64,93
Victor Ulloa,Inter Miami,Major League Soccer,USA Major League Soccer,23,"1,433",0,2,0,0.00,0.13,0.00,0.4,0.4,1.7,0.03,0.11,0.03,6,16,25,23,26,5,40,40,34,8,311,26,23,3,561,673,239,273,256,293,52,78,54
Leandro González Pirez,Inter Miami,Major League Soccer,USA Major League Soccer,16,"1,440",2,1,2,0.12,0.06,0.12,1.4,1.4,0.1,0.09,0.00,0.09,3,14,16,31,18,4,54,10,26,10,146,26,53,2,607,721,133,151,318,340,155,221,52
Wil Trapp,Inter Miami,Major League Soccer,USA Major League Soccer,21,"1,361",0,0,0,0.00,0.00,0.00,0.1,0.1,0.3,0.01,0.02,0.01,2,12,21,18,3,10,34,15,38,10,281,22,12,0,695,809,244,269,323,367,120,153,85
Luis Robles,Inter Miami,Major League Soccer,USA Major League Soccer,15,"1,350",0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,363,52,52,98,99,101,201,0
Blaise Matuidi,Inter Miami,Major League Soccer,USA Major League Soccer,15,"1,272",1,0,1,0.07,0.00,0.07,0.8,0.8,0.8,0.06,0.06,0.06,7,8,20,20,18,6,33,31,28,5,275,20,11,1,671,752,295,318,289,310,75,98,77
Andrés Reyes,Inter Miami,Major League Soccer,USA Major League Soccer,13,"1,096",0,0,0,0.00,0.00,0.00,0.4,0.4,0.0,0.03,0.00,0.03,1,9,16,25,9,2,16,5,22,7,130,18,42,0,363,424,97,104,201,219,62,95,23
Matías Pellegrini,Inter Miami,Major League Soccer,USA Major League Soccer,19,959,1,2,1,0.09,0.19,0.09,1.5,1.5,1.5,0.14,0.14,0.14,12,8,14,13,33,13,34,72,29,8,237,27,4,5,254,332,130,152,103,125,19,38,23
Dylan Nealis,Inter Miami,Major League Soccer,USA Major League Soccer,19,"1,107",0,0,0,0.00,0.00,0.00,0.5,0.5,0.7,0.04,0.06,0.04,24,11,12,27,24,6,56,26,17,3,212,25,38,0,453,580,208,235,184,225,51,97,45
Juan Agudelo,Inter Miami,Major League Soccer,USA Major League Soccer,14,845,3,0,3,0.32,0.00,0.32,3.0,3.0,0.6,0.32,0.06,0.32,6,3,6,25,51,6,31,93,10,1,177,14,8,0,191,258,98,127,70,91,12,19,26
Gonzalo Higuaín,Inter Miami,Major League Soccer,USA Major League Soccer,9,801,1,2,1,0.11,0.22,0.11,3.9,3.1,1.3,0.44,0.15,0.35,4,0,8,3,51,8,35,85,9,2,119,5,6,5,242,292,104,119,76,93,59,68,28
John McCarthy,Inter Miami,Major League Soccer,USA Major League Soccer,8,720,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,169,17,17,41,42,51,107,0
Brek Shea,Inter Miami,Major League Soccer,USA Major League Soccer,13,632,4,0,4,0.57,0.00,0.57,2.2,2.2,0.5,0.32,0.07,0.32,21,0,5,9,28,8,36,48,9,3,80,13,10,0,184,270,84,108,81,112,17,41,27
Julián Carranza,Inter Miami,Major League Soccer,USA Major League Soccer,16,548,2,0,2,0.33,0.00,0.33,1.8,1.8,0.2,0.29,0.04,0.29,0,3,12,5,22,2,10,47,17,4,165,8,2,1,61,83,36,44,17,21,7,11,5
A.J. DeLaGarza,Inter Miami,Major League Soccer,USA Major League Soccer,5,426,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,1,2,5,6,1,1,5,2,10,1,37,7,10,0,138,165,46,52,75,81,16,30,7
Robbie Robinson,Inter Miami,Major League Soccer,USA Major League Soccer,12,430,0,0,0,0.00,0.00,0.00,1.1,1.1,0.5,0.22,0.10,0.22,2,1,1,6,32,6,12,50,3,1,88,4,1,1,76,92,47,54,23,29,2,2,4
Román Torres,Inter Miami,Major League Soccer,USA Major League Soccer,5,324,0,0,0,0.00,0.00,0.00,0.5,0.5,0.3,0.13,0.07,0.13,0,5,5,11,6,0,2,4,7,2,29,5,19,0,84,115,19,24,42,54,22,34,3
