sofifa_id,predict_value
206585,22573699.93779651
207494,19504954.05481095
208104,19847616.854928106
208135,20254849.541794904
208165,20190445.90575286
209846,17751999.241871994
210315,32944933.86811416
210324,18277513.52890347
210513,16342658.182549737
210625,23697052.511977166
210897,27795011.45949583
211022,25088264.39410181
211241,20833117.777449224
211748,19793966.371199615
212096,19417675.801743753
212382,21150858.476746876
212404,19007993.572599772
212442,18425231.492668834
213516,28301871.4912053
214047,21885276.867643725
216145,17196597.53909152
216150,15908641.899206776
216388,34161613.30991564
216531,23306288.96010471
218339,26259255.65549181
219789,17843167.002448544
219809,3021223.4474071325
220253,29230466.373579245
220523,23516985.20249187
220673,31931765.256251354
220793,24138556.729489412
221491,25921601.674406398
222028,30988295.034855474
222501,27722906.657863077
223249,3867671.2040673564
223578,17934569.604531307
223597,18315146.42031693
224031,16649436.89666968
224196,23999596.14622552
224490,28139068.58166256
225116,36733542.98863184
225508,20896351.432080895
225663,30663230.203071114
226162,33106639.318465237
226221,26189821.158809524
226300,25823830.195194654
226456,29119028.791249156
226851,22939494.618150745
228093,34208139.28989489
228520,28691146.495575435
228687,32733571.727581013
230184,24550876.80735721
230216,18547262.56704584
230234,21044384.087106254
230251,23678065.33702691
230312,13974006.799224611
230498,26837264.2909249
232432,37432287.94657442
232580,30686427.03954202
232665,33613550.81198705
232730,27632315.705831967
232756,31115895.44243012
233738,34457996.0663219
234035,3575599.111483997
234236,25871522.62317069
234612,31320230.51241747
235073,25349522.443763085
235688,31749888.424467143
236480,32318099.072091766
236506,27532864.060253896
236572,25949672.99230869
236610,3560243.846111212
236632,23326730.322396196
237239,29446892.605901077
237942,39983946.43074271
239301,26067853.685109653
239433,33171459.2690871
240243,52664643.071968906
240679,28168076.73633507
241637,38799055.62078249
241788,23617436.862835873
242516,30410918.958610944
243812,57578789.63985665
244067,41336513.66187827
247204,32908701.15464094
247851,31424757.360644475
251809,35566989.39000784
252371,47214226.79485602
255475,42086729.4323489
24630,2267379.248650206
146439,5139771.778404463
152908,3123102.274567451
156433,434044.8679056738
159261,2682889.207887005
163155,1104314.1395342043
165229,1757121.390702884
167397,5299436.324475623
170368,18021864.946413334
171897,3226308.4844308514
172962,12649914.17420365
173306,3909840.835476252
173909,4536105.3635452865
174543,1755072.555905475
175254,11550909.086969372
175379,4767587.751220802
176772,6909366.903745255
177633,8088924.38696603
178007,3382282.9173705704
178088,7510267.773588865
178213,13495300.195765067
178224,5657101.194904646
178250,2183079.1481671827
178415,5778791.577630715
180216,9614869.092017947
180334,3233700.862872362
183394,10731063.81313416
184392,9503550.19846513
185103,1620042.3025462779
186197,16058009.360037766
186801,10153003.572314562
187607,2353974.4371804344
187936,8717349.78083958
188335,17833802.7378906
189053,2682390.35645427
189125,11223270.353125282
189280,11390170.236806605
189505,7082846.806700722
189606,5396093.684359724
189881,8220597.283671063
190243,2763599.7242687913
191180,13134873.288944146
192045,11643479.435842197
192678,15554590.98923026
192679,12719054.83115974
193171,9491548.685181197
193361,13896547.759338748
193408,16923707.64069719
193469,10459951.98127158
194222,12788682.421335645
195096,17043963.635187827
197837,11346092.42766071
198657,15740219.712352669
198658,13718291.646170408
199189,19407995.55586171
199206,8503288.440409532
199576,13167338.239435138
199652,2957186.843248286
199715,2365469.621454565
199915,16128818.45013588
200155,13190032.561255608
200159,14043028.519512424
201042,14500817.823451472
201417,14786631.59974776
201995,13596559.27854381
202849,16341634.65126694
203605,12601054.957112532
203747,2112715.382765924
203843,8953850.151890254
204082,14582725.084636364
204614,11527366.988562819
205192,21848209.08431005
205409,2236379.7515060785
205966,2401574.9123557676
206534,17163682.558613908
206590,20713300.245170925
206651,14096959.661820391
207566,15469696.200116057
208268,19544814.458008826
208295,10894060.242643442
208334,10408664.51914833
208364,11058166.907435203
208920,18631267.866864197
209288,16739610.16742844
209973,12979686.507403174
210372,16199337.519446557
210537,13578825.605999522
210665,11856776.376033546
210736,2551173.936222335
210881,20240310.439382937
210930,12666269.572941074
211591,25637494.35897547
212207,18369740.07061506
212213,16322285.171548845
212419,17336982.557957362
213160,16413562.438244244
213331,20104044.04182251
213577,18582743.53303458
213874,13266463.940038003
213951,13403419.113854026
213956,23603483.5319714
214040,10086965.919648772
214092,20173327.84301523
214097,19498144.733650174
214766,7058062.136430277
215353,14426751.075006817
215590,18182864.641533542
216194,14766257.55270029
216320,23192991.58461062
216643,17786281.1873531
217036,16969090.292810522
217546,15239361.061829932
219581,17177950.957539763
219733,21421336.632228162
219792,19078976.455342982
219985,13397110.97384122
220883,21843914.10889954
221697,26380494.297973428
221832,16125758.347137498
222493,19465200.805406358
222558,18349542.40785954
222943,14768950.995551655
223053,8697441.866230546
223273,20534536.018039785
224003,16542964.670673028
224069,15974379.015304893
224254,18023064.723345626
224371,27376787.784958713
225263,24298657.049358252
225341,22740806.73538193
225659,21354353.929129906
225711,21625597.213090483
225719,26633071.57158814
226766,23645763.747905195
226789,27279104.287168328
227055,19833334.848639857
227174,25512649.47453773
227535,23739042.255912375
227678,27138464.162358418
227890,22470074.36060145
228336,21078576.806351386
228413,17433050.31555101
228881,20518345.39557791
229909,11840522.792958334
230183,19884926.856387556
230206,7120035.408642504
230212,18753596.568597585
230285,16115311.456272636
230360,19524142.780040264
230385,16786058.79469315
230406,18085394.222221836
230426,19575212.86810045
230440,9183028.767586565
230442,21419002.98643869
230460,20221066.62750922
231340,32160990.0156402
231352,39155954.85132871
231410,40503385.16500938
231691,23590238.136154946
231887,27251841.620411705
232080,30469857.056530293
232487,15463274.502449298
233486,27677166.89784965
234060,4180358.394812947
234835,25277626.451202374
235353,43292159.979448274
236045,19207858.9307485
236355,33360313.18669912
236791,21875037.54770937
237678,39807291.38332482
238067,39603614.66964269
238463,23575617.66647367
238476,26598446.124274917
238616,40048304.731433794
239380,30805427.382726047
239613,34393455.05350012
239817,37963891.34957237
240699,23581845.360408437
240753,40239424.480422705
241184,23434114.50640611
241727,21479168.935351565
242187,28041319.0720214
242201,24929579.033639178
243238,8048947.253607833
243559,33849206.90652089
243630,44210540.793599285
244193,45703817.79924146
244253,43379131.85915313
244467,21401521.895333566
244622,43144981.7079537
245630,27541200.10718289
246104,36768333.54035299
246147,42314104.06843207
246430,36079190.56921074
246646,43448850.03077881
246844,27150587.030680783
248243,43810940.755070224
248695,41103070.72019944
252145,5552646.427727427
256630,37807986.00524191
20775,1679764.029466074
49000,1981919.897057289
146748,2146816.114959604
146758,1551392.8582656076
154472,2863729.052922052
158963,953417.7529214632
165109,1500863.3816590966
170370,5905168.995693703
170597,1952791.948202959
172114,1842867.1347712057
172879,3985243.3610184793
173432,3897187.162960277
173521,1676168.7916598427
173608,12074559.191237288
176600,3339004.9427708653
177326,1224589.9918863338
179605,9669885.362720195
179789,4109229.454536128
180714,1488016.264778552
180808,3291388.764419471
181098,129944.32394606709
181820,7321298.264811551
183353,6616176.395381119
183899,9233213.474777028
184703,2552780.751576702
184858,7620797.17892215
185221,3453513.8466793667
185239,5659365.122239906
188044,7691107.883964438
188081,8608448.406120397
188103,13064005.679580431
188988,11423377.215077518
189068,4901613.66162722
189250,9072110.454359174
189472,8602216.954965517
190143,9626862.61376394
190149,8879925.28232099
190432,2169981.609777942
190577,4946665.211937461
190875,2080535.0472420552
192342,8260667.260045504
192816,11016186.474993309
193254,2672571.330857479
193290,11962794.73176166
193601,10881633.043483399
194022,10561824.987715673
194229,10900966.537259242
194806,6708335.632343542
194932,11555084.006594708
194958,9186991.720624696
195093,2930172.426739356
195272,9987300.29714352
195479,10431512.156662926
196147,3391224.5395706967
197083,5723345.659533588
197948,10638154.120639078
198118,8317326.4480867535
198129,5817225.120664417
198140,10410139.48888186
199005,11225485.95765871
199069,10393078.922266169
199580,11667076.605121382
199641,9770568.570891427
200094,3764992.201095018
200110,9092249.30701654
200215,8428218.436609227
200536,9224585.534031807
201315,7708414.486056253
201325,1099911.7387127972
201377,2811688.778144802
201454,8568985.822892983
201505,8570648.302374486
202282,12446624.257379277
202371,9390312.331811976
202493,8795090.94522014
202562,9024990.090573592
202789,8169714.452801358
202851,9238629.997383468
203177,12731005.77173593
203487,14529968.593556358
203757,10196061.619948205
204341,5516262.737196723
204876,12571263.478682004
205186,7574530.8630672805
206075,10639199.29966038
206493,4502184.053405701
206652,10627902.136003133
207421,15883674.83277734
207664,3572929.86227322
207791,13372566.709412538
207948,15111196.937209593
208004,9689689.85991501
208250,13248831.642289236
208777,18418871.99961944
209440,9536022.340884857
210282,7985065.630888577
210617,11964056.88342213
210864,11750228.542175358
211147,3340258.3881821767
211320,11929730.041840347
211454,11127527.060087252
211575,12030387.96601119
211784,20579200.386869404
212067,4145518.4185160184
212153,9888034.927147333
212245,12725246.131977435
212491,13915064.536748705
212501,16378588.136929534
212602,12993592.70660923
212623,21364898.176805902
213013,10808034.900395295
213655,16130644.933670824
213761,9812418.673550272
214009,10371776.967069518
214947,16277364.951956986
214977,10549030.276742604
215057,9440542.750438344
215071,3793875.824093619
215160,10478165.483457932
215441,18498202.13555123
215502,13863269.496303704
216258,11875726.039756626
216435,14840069.280174462
216497,13248742.255439308
217196,5974472.621512494
217877,13540860.305858165
218659,18937005.856491372
219145,13880586.712892313
219391,11111431.56378388
219522,13256197.857051611
219681,13293411.607023362
220085,17729342.58029296
220132,12375555.033128308
220287,13976300.2509677
220421,13650115.783845337
220502,16377329.865907181
220621,18090830.81900417
221174,14142259.350778835
222357,18288412.611678217
222390,21530238.14626215
222400,15879635.21911484
222509,19338582.240507863
222515,11491390.321158003
222709,7466411.383792093
223550,14630366.991247747
223874,16493203.737461044
223898,16906079.92580887
224221,15516061.912037564
224389,25235647.335083432
224394,14309094.112594085
224422,20816367.817871302
224574,16001207.75481273
225014,17013276.563391745
225024,17914830.23989325
225126,13372221.708002303
225309,16937690.312497847
225793,29894302.989109557
225997,15872974.983830238
226637,21682232.43070866
227275,11928584.584694581
227476,13837550.730749935
227508,16862071.20351916
227528,8586664.880629307
227536,9889609.146711042
227927,19839618.549294747
228295,16888885.65306855
228302,20800082.420658052
228414,16874810.79529482
229167,21346508.659042463
229752,16641312.423209695
229773,11642682.417782055
229942,18352277.084731657
229971,17649523.252301615
230043,13206400.732876405
230182,12014980.590146154
230197,5199674.008847446
230241,10612651.561789123
230269,14503380.268955357
230331,330729.6068484941
230337,5642707.735529547
230346,11974497.271791684
230349,9680513.590833593
230371,13165584.67927336
230379,4928078.816021751
230384,13819162.292826375
230402,15745522.977278626
230431,10546355.703134874
230717,17136910.662656892
230899,4365257.4431396695
230965,17119813.069930788
230977,15123054.703324929
231102,23650466.99110093
231318,21471460.086483873
231521,21189113.166443743
231554,21977205.56896285
231628,32968121.01113068
231633,20304957.19508001
232104,20727247.643321313
232144,17738360.50050098
232229,22556023.40302291
232440,18545459.529500652
232862,3912233.4704047586
232905,10242842.874989863
232999,19028591.384301286
233531,17887174.70908091
234128,13781808.975131437
234426,17665898.6991368
234468,15303267.41128878
234568,25337292.3494516
234678,17127448.913194183
234730,4301097.3168031415
234772,13539441.878474526
234777,14504320.669768611
234833,16305900.966921384
235173,22069577.996894747
235794,23273732.98969347
235844,16884697.858152673
235889,4153075.9015658316
235945,16640719.150574496
236403,25267305.5423952
236441,13487466.941161087
236477,22666415.231615722
236496,4778595.550709074
236499,18035730.088607807
236532,26660591.466351878
236593,30012987.08356929
236639,15537943.396152582
236772,30054746.977755688
236786,19443636.0021196
237520,23653000.88811247
238041,16075580.834033256
238160,4470479.855937995
238744,17724932.993395112
238857,15788783.683611624
238896,22124659.12745833
239093,11975428.18752933
239482,31121891.33062091
239901,19644735.508235108
240471,14283592.077609159
240690,20703241.70658826
240702,19466086.638130438
240740,31070573.05330635
241049,21353996.29415708
241096,29224303.675413776
241202,29809418.95032697
241508,29274597.670769464
241721,19556956.10838896
241771,10372623.600928644
242656,28951975.960106723
243015,16171507.350111034
243282,24147082.126670323
243388,18430356.011491187
243647,25233676.791324735
244263,13781390.85034727
244621,4020831.4380538906
244892,30593991.978411008
245037,31699408.16577406
245155,25395058.019903015
245158,36229767.88729283
245541,28168660.207200307
246172,35995482.92057332
246186,26790564.88730383
246242,25603779.605613776
246420,31267211.217510026
247030,17084081.439150404
247257,27286973.110639423
251116,13911214.835912533
251412,16081970.200637419
252308,18441484.651320316
253109,19437311.36999097
253163,33156782.748904467
253727,23676326.322303846
254796,25827691.586603407
2147,1923032.1306102457
104389,1761985.396942118
134744,901012.4334042559
143121,856675.4099834986
146296,614260.5517375971
146952,1622575.8140397382
146963,1816925.5220335522
151508,57803.851190811605
152554,379343.4155325175
152916,1012560.477683471
154950,1690082.353586844
158625,1477300.567769177
162895,362204.84363225225
163264,1906762.6277102935
163925,20293.134217364008
164859,4272736.51222032
167575,2468960.92021538
167959,1293015.1545819875
168621,3337144.33147551
169705,4827103.328310048
169706,4504291.87195467
170320,2378465.5292469133
170719,2993415.4972585384
170733,1787558.3319226045
172723,1818869.0623497483
173208,850146.6137561707
173474,2283553.199176044
176526,1363027.6543031014
176930,2064346.0440441987
179765,4696032.515215615
181318,5053124.016066919
182495,505450.6414408723
182945,4212430.184145234
183130,5181855.678654101
183569,4429248.831323178
184190,2948405.684286478
184826,3946135.655312919
186098,742991.3740103253
186156,6614553.924264949
186190,6902158.8437964
186200,7456515.132952937
186537,1646551.3421099882
186627,6985321.942379959
187491,5100357.687085891
187735,3878994.975464852
188955,5597700.605734958
189060,2594825.127916376
189156,2864268.4045575047
189251,4935480.869979967
189454,3232103.5767839346
189712,1317990.4711414736
190362,7138608.500700752
190765,7236357.30281597
191627,7181092.071915216
192041,8417433.574225882
192641,6013178.387509206
192665,63697.35222767486
193116,4548006.920148995
193331,5890568.892203669
193352,6491381.137905259
193683,7773323.218725664
193881,8002507.336367487
194794,4891102.101509833
194845,8243353.76249747
195668,4287330.363302959
198006,4554115.537615745
198368,5372010.251395317
198581,2904466.4469620646
198719,8563313.350043822
199393,2423995.1025499674
199561,2629379.8036202653
199575,2179306.548626238
199577,9361507.527539672
199633,4860992.06663156
199745,4760821.341088575
199767,5811880.740669904
199813,5658375.013008818
200316,6381383.615535736
200529,6465773.621569581
200677,7075235.95126041
201118,6379852.04467392
201144,4297872.885380764
201262,5981323.405208621
201389,6549223.417086643
201510,7071153.123479112
201858,6902868.494640417
201956,4779805.601789909
201976,8638943.735193554
201982,4733546.423295936
202201,6248897.288221624
202429,6869056.853277171
202599,7299265.367528158
202685,6859935.975160958
203030,6477633.98770907
203741,8366801.367417123
204077,12023700.663011352
204105,8537073.122998118
204125,8528729.477947477
204277,4730248.3145180475
204308,5759035.405794044
204529,2889128.3578870506
204691,4835254.234531554
204760,10155703.982619915
205083,6042542.3206772795
205201,12186655.531051407
205211,2671909.1553869443
205346,8206157.2377304435
205391,11513934.740020858
205407,7147561.942205355
205431,7233477.934575255
205566,7969058.677304574
206003,3377108.844606791
206058,6388141.061433256
206115,11432094.504125264
206225,7784941.508303399
206304,6921600.272836717
206306,6715655.335747206
206516,11844147.556923307
206654,9216417.518713148
207554,3425613.3341253465
207557,2686079.8352593924
207715,7546376.689396672
208001,8971316.1511535
208045,7517879.78461273
208053,9563522.877947595
208141,11649234.913152222
