player,team,league_name_fbref,league_name_sofifa,games,minutes,goals,assists,goals_pens,goals_per90,assists_per90,goals_pens_per90,xg,npxg,xa,xg_per90,xa_per90,npxg_per90,crosses,interceptions,tackles_won,aerials_won,touches_att_pen_area,dribbles_completed,progressive_carries,progressive_passes_received,tackles,dribble_tackles,pressures,blocks,clearances,gca,passes_completed,passes,passes_completed_short,passes_short,passes_completed_medium,passes_medium,passes_completed_long,passes_long,progressive_passes
Lovro Majer,Rennes,Ligue 1,French Ligue 1,18,"1,034",2,6,2,0.17,0.52,0.17,2.4,2.4,4.0,0.21,0.35,0.21,24,16,18,1,36,14,104,62,27,8,261,13,4,13,501,642,224,258,194,234,71,122,46
Kamaldeen Sulemana,Rennes,Ligue 1,French Ligue 1,20,"1,015",4,2,4,0.35,0.18,0.35,2.6,2.6,1.4,0.23,0.12,0.23,30,8,19,7,57,51,94,56,28,8,179,8,3,4,287,360,129,151,106,122,46,66,35
Loïc Bade,Rennes,Ligue 1,French Ligue 1,14,985,0,1,0,0.00,0.09,0.00,0.3,0.3,0.1,0.02,0.01,0.02,2,23,3,32,9,2,55,0,5,2,52,19,63,1,652,708,149,159,341,363,160,184,32
Adrien Truffert,Rennes,Ligue 1,French Ligue 1,19,867,3,1,3,0.31,0.10,0.31,1.6,1.6,0.9,0.16,0.10,0.16,25,16,9,10,24,11,86,41,18,8,157,31,14,3,511,621,257,284,214,248,32,60,43
Lorenz Assignon,Rennes,Ligue 1,French Ligue 1,14,553,0,0,0,0.00,0.00,0.00,0.6,0.6,0.5,0.10,0.08,0.10,15,14,10,8,15,5,28,18,14,4,92,15,10,0,284,356,125,145,121,140,30,50,19
Doğan Alemdar,Rennes,Ligue 1,French Ligue 1,5,450,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,135,17,17,41,43,37,73,0
Sehrou Guirassy,Rennes,Ligue 1,French Ligue 1,25,680,5,0,5,0.66,0.00,0.66,4.1,4.1,0.2,0.55,0.03,0.55,1,1,2,24,49,9,13,76,4,0,91,6,5,0,164,205,98,113,45,60,15,19,7
Jeremy Doku,Rennes,Ligue 1,French Ligue 1,10,393,1,1,1,0.23,0.23,0.23,0.8,0.8,1.2,0.18,0.28,0.18,14,5,1,2,24,23,57,22,4,1,92,1,0,3,101,134,54,70,37,46,7,12,18
Chimuanya Ugochukwu,Rennes,Ligue 1,French Ligue 1,12,365,1,0,1,0.25,0.00,0.25,0.3,0.3,0.1,0.07,0.01,0.07,1,2,3,3,7,2,13,7,8,4,70,7,2,1,179,201,60,65,91,99,25,33,8
Eduardo Camavinga,Rennes,Ligue 1,French Ligue 1,4,143,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.01,0.00,0,1,3,2,1,0,7,5,5,3,43,1,2,1,68,75,20,26,33,34,14,14,3
Matthis Abline,Rennes,Ligue 1,French Ligue 1,7,103,0,0,0,0.00,0.00,0.00,0.3,0.3,0.0,0.30,0.03,0.30,1,1,0,0,3,1,3,8,0,0,26,2,1,0,8,10,4,6,4,4,0,0,1
Romain Salin,Rennes,Ligue 1,French Ligue 1,1,90,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29,32,7,7,12,12,10,13,0
Loum Tchaouna,Rennes,Ligue 1,French Ligue 1,6,44,0,0,0,0.00,0.00,0.00,0.2,0.2,0.0,0.44,0.00,0.44,1,1,0,1,2,0,3,7,0,0,10,0,0,0,16,22,7,8,7,11,1,1,0
Mathys Tel,Rennes,Ligue 1,French Ligue 1,5,42,0,0,0,0.00,0.00,0.00,0.1,0.1,0.1,0.11,0.18,0.11,1,3,2,1,0,1,3,0,3,0,17,1,2,0,14,20,6,8,4,7,4,4,1
Romain Del Castillo,Rennes,Ligue 1,French Ligue 1,3,28,0,0,0,0.00,0.00,0.00,0.1,0.1,0.1,0.38,0.16,0.38,0,1,1,0,1,1,6,1,2,2,9,1,0,0,11,15,4,5,2,3,5,6,2
Andy Diouf,Rennes,Ligue 1,French Ligue 1,4,13,0,0,0,0.00,0.00,0.00,0.0,0.0,0.5,0.00,3.27,0.00,0,0,1,0,1,0,1,1,1,1,6,1,1,0,6,8,2,4,4,4,0,0,0
Aymeric Ahmed,Strasbourg,Ligue 1,French Ligue 1,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Alaa Bellaarouch,Strasbourg,Ligue 1,French Ligue 1,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Ismaël Doukouré,Strasbourg,Ligue 1,French Ligue 1,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Marvin Elimbi,Strasbourg,Ligue 1,French Ligue 1,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Dany Jean,Strasbourg,Ligue 1,French Ligue 1,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Marvin Senaya,Strasbourg,Ligue 1,French Ligue 1,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Matz Sels,Strasbourg,Ligue 1,French Ligue 1,25,"2,250",0,0,0,0.00,0.00,0.00,0.1,0.1,0.0,0.00,0.00,0.00,0,0,0,1,3,0,0,0,0,0,0,0,1,0,448,635,80,80,184,185,179,365,1
Ludovic Ajorque,Strasbourg,Ligue 1,French Ligue 1,24,"1,906",10,7,8,0.47,0.33,0.38,8.6,7.1,3.5,0.41,0.17,0.34,12,8,20,109,109,11,34,189,34,5,347,19,22,7,476,659,272,342,134,189,40,64,37
Gerzino Nyamsi,Strasbourg,Ligue 1,French Ligue 1,22,"1,904",0,2,0,0.00,0.09,0.00,1.4,1.4,0.2,0.06,0.01,0.06,1,24,14,64,26,3,42,2,28,11,146,27,75,4,811,938,174,189,433,466,198,273,48
Adrien Thomasson,Strasbourg,Ligue 1,French Ligue 1,24,"1,898",7,4,7,0.33,0.19,0.33,6.0,6.0,3.3,0.28,0.15,0.28,42,39,28,13,120,32,69,136,54,25,618,53,13,9,825,1065,400,476,325,385,81,140,88
Lucas Perrin,Strasbourg,Ligue 1,French Ligue 1,22,"1,716",1,0,1,0.05,0.00,0.05,0.2,0.2,0.7,0.01,0.04,0.01,5,44,21,33,9,1,100,2,30,13,195,24,55,1,877,1014,268,285,461,496,144,216,94
Alexander Djiku,Strasbourg,Ligue 1,French Ligue 1,20,"1,712",0,0,0,0.00,0.00,0.00,1.5,1.5,0.4,0.08,0.02,0.08,10,63,28,39,13,2,81,0,49,15,185,32,80,2,809,958,212,236,418,466,164,233,84
Anthony Caci,Strasbourg,Ligue 1,French Ligue 1,25,"1,706",0,3,0,0.00,0.16,0.00,0.8,0.8,2.5,0.04,0.13,0.04,47,45,41,34,27,15,103,30,58,23,228,24,35,2,943,1191,353,401,409,497,168,257,128
Frederic Guilbert,Strasbourg,Ligue 1,French Ligue 1,22,"1,687",0,4,0,0.00,0.21,0.00,0.6,0.6,2.0,0.03,0.11,0.03,87,43,32,26,15,27,77,49,58,22,287,36,30,6,739,1069,283,334,313,408,122,280,90
Ibrahima Sissoko,Strasbourg,Ligue 1,French Ligue 1,23,"1,652",1,5,1,0.05,0.27,0.05,1.8,1.8,3.8,0.10,0.20,0.10,12,34,22,50,53,23,93,74,38,6,282,36,30,8,657,796,259,296,298,329,88,135,67
Sanjin Prcić,Strasbourg,Ligue 1,French Ligue 1,22,"1,540",1,0,1,0.06,0.00,0.06,0.9,0.9,1.7,0.05,0.10,0.05,9,34,20,14,4,5,67,17,36,9,212,16,17,4,844,991,298,337,346,380,183,245,99
Kévin Gameiro,Strasbourg,Ligue 1,French Ligue 1,23,"1,505",9,1,8,0.54,0.06,0.48,8.3,6.8,1.1,0.50,0.07,0.41,16,8,8,9,102,11,61,168,11,2,263,9,1,4,404,509,275,316,96,123,11,29,25
Jean-Ricner Bellegarde,Strasbourg,Ligue 1,French Ligue 1,24,"1,463",1,2,1,0.06,0.12,0.06,1.1,1.1,0.7,0.06,0.04,0.06,20,24,35,16,25,21,83,49,46,11,275,32,21,2,556,684,251,281,234,277,62,99,43
Dimitri Liénard,Strasbourg,Ligue 1,French Ligue 1,23,"1,295",2,2,2,0.14,0.14,0.14,1.0,1.0,1.9,0.07,0.13,0.07,75,24,20,11,16,6,82,56,43,23,228,20,14,5,658,916,257,292,291,348,99,241,73
Habib Diallo,Strasbourg,Ligue 1,French Ligue 1,20,"1,094",9,1,8,0.74,0.08,0.66,7.5,6.7,1.6,0.61,0.13,0.55,8,4,5,42,71,17,24,98,5,1,166,10,11,8,204,284,133,166,52,71,12,20,15
Maxime Le Marchand,Strasbourg,Ligue 1,French Ligue 1,8,650,1,0,1,0.14,0.00,0.14,0.3,0.3,0.1,0.04,0.01,0.04,2,14,3,10,3,1,12,0,12,3,68,12,17,0,327,376,109,116,163,178,49,73,17
Jean-Eudes Aholou,Strasbourg,Ligue 1,French Ligue 1,15,585,1,1,1,0.15,0.15,0.15,0.8,0.8,0.8,0.13,0.12,0.13,2,13,6,7,7,5,24,30,9,5,108,5,10,1,217,262,88,95,98,114,22,38,14
Karol Fila,Strasbourg,Ligue 1,French Ligue 1,11,478,0,0,0,0.00,0.00,0.00,0.0,0.0,0.7,0.00,0.13,0.00,14,6,11,8,10,1,18,17,13,5,87,8,8,1,254,329,135,147,94,124,21,44,25
Abdul Majeed Waris,Strasbourg,Ligue 1,French Ligue 1,15,327,2,0,2,0.55,0.00,0.55,1.2,1.2,0.6,0.32,0.16,0.32,4,2,3,3,15,9,25,32,4,4,36,2,1,1,97,129,64,74,23,32,5,10,8
Eiji Kawashima,Strasbourg,Ligue 1,French Ligue 1,1,90,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,31,4,4,17,17,7,10,0
Dion Moise Sahi,Strasbourg,Ligue 1,French Ligue 1,6,100,0,0,0,0.00,0.00,0.00,0.8,0.8,0.1,0.71,0.11,0.71,2,0,0,1,9,0,5,10,0,0,16,1,0,0,34,36,18,20,14,14,1,1,4
Nordine Kandil,Strasbourg,Ligue 1,French Ligue 1,4,84,0,1,0,0.00,1.07,0.00,0.1,0.1,0.4,0.09,0.39,0.09,3,1,0,0,3,1,14,10,1,1,15,1,0,3,47,64,27,30,16,24,4,6,9
Mahame Siby,Strasbourg,Ligue 1,French Ligue 1,2,17,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,1,0,0,0,8,1,0,0,4,6,2,2,1,2,1,2,0
Mehdi Chahiri,Strasbourg,Ligue 1,French Ligue 1,1,16,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0,0,1,1,3,0,1,1,1,1,3,0,0,0,3,7,2,3,1,4,0,0,1
Mouhamadou Diarra,Strasbourg,Ligue 1,French Ligue 1,1,2,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0
Lebo Mothiba,Strasbourg,Ligue 1,French Ligue 1,1,1,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Yacouba Barry,Lens,Ligue 1,French Ligue 1,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Mamadou Camara,Lens,Ligue 1,French Ligue 1,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Mohamed Cissé,Lens,Ligue 1,French Ligue 1,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Adrien Louveau,Lens,Ligue 1,French Ligue 1,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Malcom Musquet,Lens,Ligue 1,French Ligue 1,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Yannick Pandor,Lens,Ligue 1,French Ligue 1,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Samba Sow,Lens,Ligue 1,French Ligue 1,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Seko Fofana,Lens,Ligue 1,French Ligue 1,26,"2,319",7,0,7,0.27,0.00,0.27,5.6,5.6,2.9,0.22,0.11,0.22,23,38,13,7,75,46,166,152,21,7,381,23,9,4,1097,1242,552,606,439,478,89,119,75
Jonathan Clauss,Lens,Ligue 1,French Ligue 1,25,"2,105",4,9,4,0.17,0.38,0.17,1.6,1.6,5.6,0.07,0.24,0.07,92,67,22,16,41,22,141,101,46,14,306,46,31,13,867,1277,363,445,356,476,134,316,117
Jonathan Gradit,Lens,Ligue 1,French Ligue 1,23,"1,993",0,0,0,0.00,0.00,0.00,0.0,0.0,1.2,0.00,0.06,0.00,5,53,21,39,2,9,144,5,43,12,189,37,67,4,1209,1342,388,416,648,688,161,214,114
Cheick Doucouré,Lens,Ligue 1,French Ligue 1,23,"1,972",0,3,0,0.00,0.14,0.00,1.1,1.1,2.2,0.05,0.10,0.05,2,44,47,16,13,12,147,33,58,16,354,22,11,4,1077,1240,448,492,489,551,130,168,133
Jean-Louis Leca,Lens,Ligue 1,French Ligue 1,22,"1,935",0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,2,0,0,0,0,0,0,0,0,0,465,615,134,134,174,177,147,293,0
Kevin Danso,Lens,Ligue 1,French Ligue 1,23,"1,924",0,1,0,0.00,0.05,0.00,1.1,1.1,0.1,0.05,0.00,0.05,0,56,21,63,10,4,58,0,37,17,227,37,93,3,1095,1246,289,318,611,661,191,259,43
Facundo Medina,Lens,Ligue 1,French Ligue 1,23,"1,890",1,0,1,0.05,0.00,0.05,1.1,1.1,0.1,0.05,0.01,0.05,3,40,39,27,15,11,136,6,56,30,262,37,59,1,1493,1654,561,591,687,738,224,287,119
Przemysław Frankowski,Lens,Ligue 1,French Ligue 1,26,"1,741",4,4,4,0.21,0.21,0.21,2.0,2.0,2.8,0.10,0.15,0.10,38,37,26,9,48,17,102,69,45,14,343,28,35,7,857,1054,418,471,361,431,65,106,73
Gaël Kakuta,Lens,Ligue 1,French Ligue 1,22,"1,457",3,2,2,0.19,0.12,0.12,3.2,2.5,3.4,0.20,0.21,0.15,30,8,20,9,38,20,72,113,28,4,375,17,4,3,443,612,251,306,140,187,40,83,59
Arnaud Kalimuendo,Lens,Ligue 1,French Ligue 1,20,"1,388",7,0,6,0.45,0.00,0.39,5.7,5.0,1.0,0.37,0.06,0.32,7,6,3,7,65,12,69,132,3,0,248,7,0,3,249,301,117,142,106,118,11,16,17
Florian Sotoca,Lens,Ligue 1,French Ligue 1,24,"1,578",4,4,2,0.23,0.23,0.11,5.8,4.3,2.3,0.33,0.13,0.25,23,21,15,66,77,15,69,132,26,10,299,21,17,6,549,730,246,319,202,261,86,117,70
Massadio Haïdara,Lens,Ligue 1,French Ligue 1,14,729,0,1,0,0.00,0.12,0.00,0.2,0.2,0.4,0.03,0.05,0.03,10,26,9,13,11,5,39,11,18,7,115,15,16,3,373,446,186,204,157,181,21,36,19
Christopher Wooh,Lens,Ligue 1,French Ligue 1,10,690,0,1,0,0.00,0.13,0.00,1.0,1.0,0.4,0.13,0.05,0.13,1,15,16,20,7,5,18,0,25,9,102,17,27,2,335,384,81,88,194,207,57,79,10
Ignatius Ganago,Lens,Ligue 1,French Ligue 1,16,642,3,0,3,0.42,0.00,0.42,3.1,3.1,0.9,0.44,0.12,0.44,3,2,0,13,35,6,20,60,0,0,82,2,1,2,81,111,42,53,30,41,3,7,6
Wesley Saïd,Lens,Ligue 1,French Ligue 1,13,538,5,0,5,0.84,0.00,0.84,3.7,3.7,0.6,0.62,0.10,0.62,9,3,3,2,31,6,41,41,7,2,128,5,0,3,141,191,69,79,53,69,15,29,22
David Pereira da Costa,Lens,Ligue 1,French Ligue 1,21,672,1,2,1,0.13,0.27,0.13,1.0,1.0,1.9,0.13,0.26,0.13,11,6,7,0,30,22,50,51,11,3,171,13,0,3,310,375,172,193,109,121,21,45,34
Yannick Cahuzac,Lens,Ligue 1,French Ligue 1,14,602,0,0,0,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.01,0.00,2,10,2,7,6,1,15,14,3,0,89,7,9,1,215,246,99,110,91,99,19,25,18
Wuilker Faríñez,Lens,Ligue 1,French Ligue 1,5,405,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,84,109,29,29,34,34,15,40,0
Deiver Machado,Lens,Ligue 1,French Ligue 1,11,305,0,0,0,0.00,0.00,0.00,0.0,0.0,0.2,0.01,0.07,0.01,10,2,5,4,5,5,17,7,8,5,55,6,5,0,97,118,44,52,42,47,9,13,8
Corentin Jean,Lens,Ligue 1,French Ligue 1,14,229,0,0,0,0.00,0.00,0.00,0.5,0.5,0.1,0.19,0.06,0.19,2,0,5,4,7,1,6,14,7,2,43,4,0,0,79,99,42,50,29,32,5,11,5
Patrick Berg,Lens,Ligue 1,French Ligue 1,6,138,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.03,0.00,1,3,4,2,1,0,8,1,6,2,45,4,1,0,95,110,54,57,31,38,9,12,7
Simon Banza,Lens,Ligue 1,French Ligue 1,4,124,1,1,1,0.73,0.73,0.73,1.2,1.2,0.6,0.86,0.47,0.86,0,0,2,6,6,5,7,6,3,0,24,2,2,2,20,29,11,16,6,7,2,4,1
Ismaëlben Boura,Lens,Ligue 1,French Ligue 1,5,95,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,2,2,0,2,0,0,7,1,2,0,12,2,6,0,60,72,27,29,23,26,7,14,2
Steven Fortes,Lens,Ligue 1,French Ligue 1,1,90,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0,2,0,1,0,1,1,0,1,0,10,1,2,0,25,29,5,7,12,12,8,10,2
Ibrahima Baldé,Lens,Ligue 1,French Ligue 1,3,50,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,2,1,0,0,3,0,0,12,0,0,0,6,8,4,5,1,1,0,0,0
Charles Boli,Lens,Ligue 1,French Ligue 1,4,32,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.13,0.00,1,0,2,0,1,0,5,2,3,1,4,0,0,0,17,21,11,13,4,4,2,4,1
Brayann Pereira,Lens,Ligue 1,French Ligue 1,1,8,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,1,1,0,0,1,0,0,1,0,0,0,6,8,4,4,2,2,0,1,0
Jonathan Varane,Lens,Ligue 1,French Ligue 1,1,1,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,0,0,0,0,0
Mohamed Achi,Nantes,Ligue 1,French Ligue 1,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Rémy Descamps,Nantes,Ligue 1,French Ligue 1,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Lohann Doucet,Nantes,Ligue 1,French Ligue 1,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Anthony Limbombe,Nantes,Ligue 1,French Ligue 1,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Gor Manvelyan,Nantes,Ligue 1,French Ligue 1,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Denis Petrić,Nantes,Ligue 1,French Ligue 1,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Alban Lafont,Nantes,Ligue 1,French Ligue 1,26,"2,340",0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,7,0,0,0,445,756,55,56,199,202,190,496,0
Andrei Girotto,Nantes,Ligue 1,French Ligue 1,26,"2,282",5,1,5,0.20,0.04,0.20,1.9,1.9,0.9,0.08,0.04,0.08,4,55,40,75,38,6,35,10,78,35,496,59,90,2,939,1140,348,400,409,465,168,246,58
Pedro Chirivella,Nantes,Ligue 1,French Ligue 1,24,"2,106",2,1,2,0.09,0.04,0.09,0.8,0.8,0.8,0.03,0.04,0.03,5,34,25,10,17,8,67,45,43,15,449,24,8,3,1137,1344,410,439,467,522,232,329,122
Randal Kolo Muani,Nantes,Ligue 1,French Ligue 1,25,"2,097",9,2,9,0.39,0.09,0.39,6.2,6.2,2.2,0.27,0.09,0.27,17,8,10,53,119,30,92,136,16,6,370,17,22,10,266,396,163,210,78,123,8,19,18
Ludovic Blas,Nantes,Ligue 1,French Ligue 1,24,"2,071",8,1,5,0.35,0.04,0.22,8.0,5.8,1.8,0.35,0.08,0.25,17,29,21,17,85,44,113,133,29,9,391,17,5,6,551,702,199,241,255,305,86,114,58
Nicolas Pallois,Nantes,Ligue 1,French Ligue 1,23,"1,914",0,0,0,0.00,0.00,0.00,0.2,0.2,0.1,0.01,0.00,0.01,4,64,32,48,9,8,34,2,53,21,191,42,109,1,714,875,199,229,357,408,154,221,49
Moses Simon,Nantes,Ligue 1,French Ligue 1,21,"1,648",3,7,3,0.16,0.38,0.16,3.0,3.0,5.9,0.16,0.32,0.16,81,17,12,9,88,31,143,95,20,7,203,21,5,9,387,603,206,252,121,174,52,141,37
Jean-Charles Castelletto,Nantes,Ligue 1,French Ligue 1,18,"1,615",1,0,1,0.06,0.00,0.06,1.0,1.0,0.1,0.05,0.01,0.05,2,30,21,40,14,3,34,0,32,13,164,25,65,1,619,708,207,222,310,337,95,137,47
Fábio,Nantes,Ligue 1,French Ligue 1,18,"1,211",0,1,0,0.00,0.07,0.00,0.6,0.6,0.6,0.05,0.04,0.05,21,30,29,30,12,12,35,31,53,21,271,33,26,2,447,611,207,246,191,249,42,90,37
Dennis Appiah,Nantes,Ligue 1,French Ligue 1,21,"1,417",0,0,0,0.00,0.00,0.00,0.0,0.0,0.3,0.00,0.02,0.00,22,31,25,22,4,12,54,16,48,18,257,29,43,0,521,686,226,257,227,282,64,119,56
Quentin Merlin,Nantes,Ligue 1,French Ligue 1,16,"1,030",1,1,1,0.09,0.09,0.09,0.1,0.1,1.2,0.01,0.10,0.01,36,22,14,7,5,11,64,15,30,16,198,18,10,3,547,700,260,287,209,257,71,131,71
Samuel Moutoussamy,Nantes,Ligue 1,French Ligue 1,22,912,0,1,0,0.00,0.10,0.00,1.0,1.0,0.4,0.10,0.04,0.10,3,18,24,11,11,5,18,11,35,13,312,6,13,1,359,427,171,192,140,161,38,51,13
Wylan Cyprien,Nantes,Ligue 1,French Ligue 1,13,759,1,1,1,0.12,0.12,0.12,0.4,0.4,1.1,0.05,0.14,0.05,10,8,11,6,3,6,23,15,20,2,155,8,6,2,358,442,148,160,135,161,64,99,27
Sébastien Corchia,Nantes,Ligue 1,French Ligue 1,19,849,0,3,0,0.00,0.32,0.00,0.3,0.3,0.5,0.04,0.05,0.04,25,20,15,5,9,3,46,23,27,15,140,16,13,4,237,357,105,125,105,149,24,63,33
Osman Bukari,Nantes,Ligue 1,French Ligue 1,14,704,1,2,1,0.13,0.26,0.13,0.5,0.5,0.9,0.07,0.11,0.07,10,18,8,9,41,20,44,58,13,7,134,5,1,4,164,223,105,127,47,63,4,16,13
Charles Traore,Nantes,Ligue 1,French Ligue 1,14,666,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,4,20,14,10,1,4,8,6,25,4,136,20,28,0,300,377,134,148,128,157,34,60,30
Marcus Coco,Nantes,Ligue 1,French Ligue 1,19,598,0,0,0,0.00,0.00,0.00,0.4,0.4,0.5,0.06,0.08,0.06,14,11,10,19,20,7,31,35,16,4,184,7,4,1,127,183,73,95,45,60,6,16,8
Roli Pereira de Sa,Nantes,Ligue 1,French Ligue 1,14,461,0,0,0,0.00,0.00,0.00,0.4,0.4,0.5,0.08,0.09,0.08,3,6,8,11,9,8,25,17,11,2,125,6,1,0,193,230,99,115,70,78,18,23,11
Kalifa Coulibaly,Nantes,Ligue 1,French Ligue 1,11,347,1,0,1,0.26,0.00,0.26,1.5,1.5,0.5,0.38,0.12,0.38,1,2,3,34,19,0,3,17,3,0,34,1,3,0,51,88,43,59,5,17,2,3,5
Willem Geubbels,Nantes,Ligue 1,French Ligue 1,12,288,1,1,1,0.31,0.31,0.31,0.5,0.5,0.8,0.15,0.23,0.15,5,5,1,4,14,3,17,20,4,1,73,6,2,2,65,83,33,37,28,33,1,5,1
Renaud Emond,Nantes,Ligue 1,French Ligue 1,6,190,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,0,2,2,4,3,1,0,5,3,0,36,4,2,0,23,33,12,15,7,10,2,4,2
Abdoulaye Sylla,Nantes,Ligue 1,French Ligue 1,1,67,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0,2,2,1,0,0,2,0,3,1,17,2,1,0,22,34,5,6,11,15,6,12,0
Jean-Kévin Augustin,Nantes,Ligue 1,French Ligue 1,4,39,0,0,0,0.00,0.00,0.00,0.1,0.1,0.0,0.27,0.00,0.27,0,0,0,2,2,0,1,6,0,0,7,1,0,0,11,14,8,9,2,4,0,0,0
Yannis M'Bemba,Nantes,Ligue 1,French Ligue 1,2,5,0,0,0,0.00,0.00,0.00,0.1,0.1,0.0,2.37,0.00,2.37,0,0,0,1,2,0,0,0,0,0,2,0,0,0,4,5,3,3,0,0,1,2,0
Rocco Ascone,Lille,Ligue 1,French Ligue 1,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
José Bica,Lille,Ligue 1,French Ligue 1,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Capita,Lille,Ligue 1,French Ligue 1,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Kouadio-Yves Dabila,Lille,Ligue 1,French Ligue 1,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Adam Jakubech,Lille,Ligue 1,French Ligue 1,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Exauce Mpembele Boula,Lille,Ligue 1,French Ligue 1,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Jean Onana,Lille,Ligue 1,French Ligue 1,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Jérémy Pied,Lille,Ligue 1,French Ligue 1,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Ugo Raghouber,Lille,Ligue 1,French Ligue 1,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Jules Raux,Lille,Ligue 1,French Ligue 1,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
José Fonte,Lille,Ligue 1,French Ligue 1,26,"2,340",0,2,0,0.00,0.08,0.00,1.1,1.1,0.8,0.04,0.03,0.04,4,49,15,73,34,2,51,6,23,7,152,39,111,3,1207,1377,310,352,618,661,266,338,65
Benjamin André,Lille,Ligue 1,French Ligue 1,23,"1,929",2,1,2,0.09,0.05,0.09,0.7,0.7,1.6,0.03,0.07,0.03,10,62,53,85,19,15,90,42,78,20,487,55,49,4,1018,1255,469,543,377,457,133,186,106
