name,games,minutes,goals,assists,goals_pens,goals_per90,assists_per90,goals_pens_per90,xg,npxg,xa,xg_per90,xa_per90,npxg_per90,passes_completed,passes,passes_completed_short,passes_short,passes_completed_medium,passes_medium,passes_completed_long,passes_long,progressive_passes,gca,tackles,dribble_tackles,pressures,blocks,interceptions,clearances,touches_att_pen_area,dribbles_completed,progressive_carries,progressive_passes_received,crosses,tackles_won,aerials_won
Hernán Toledo,15,624,0,1,0,0.00,0.14,0.00,0.2,0.2,0.5,0.03,0.08,0.03,117,180,66,91,46,70,2,7,11,3,7,1,115,2,7,0,28,22,34,48,19,4,0
Imoh Ezekiel,9,229,0,0,0,0.00,0.00,0.00,1.1,1.1,0.1,0.21,0.01,0.21,98,127,53,66,42,45,3,11,9,0,7,1,51,2,2,0,23,8,35,39,4,0,0
Erik Expósito,10,467,1,0,1,0.19,0.00,0.19,1.1,1.1,0.2,0.21,0.04,0.21,63,95,35,50,23,35,5,6,12,0,1,1,99,5,2,4,27,6,7,57,3,0,14
Hernán,9,353,1,0,1,0.25,0.00,0.25,0.6,0.6,0.0,0.16,0.00,0.16,210,235,110,121,88,98,9,11,10,0,18,6,85,3,0,3,7,1,16,7,0,0,6
Borja Herrera,5,362,0,1,0,0.00,0.25,0.00,0.0,0.0,0.0,0.01,0.01,0.01,161,187,82,88,68,76,11,21,12,0,3,2,43,6,0,4,3,2,16,7,0,0,2
Aythami Artiles,17,"1,529",4,2,4,0.24,0.12,0.24,0.0,0.0,0.0,0.00,0.00,0.00,80,94,12,13,48,50,19,29,3,1,2,0,16,3,0,19,2,0,2,1,0,0,7
Sergi Samper,2,143,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,67,83,27,31,28,30,12,20,1,0,8,3,27,0,0,0,0,3,3,2,1,4,1
Benito Ramírez,4,166,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.02,0.01,44,77,28,39,10,21,6,17,1,1,3,1,40,1,0,0,2,4,13,14,13,0,0
Fabio González,1,64,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.04,0.00,37,44,19,22,16,18,2,3,2,0,2,1,15,1,2,2,0,0,6,0,0,1,0
Sergio Araujo,2,39,0,0,0,0.00,0.00,0.00,0.1,0.1,0.0,0.26,0.00,0.26,21,21,13,13,7,7,1,1,2,0,2,2,9,1,0,0,1,2,2,5,0,1,0
Luis Hernández,36,"3,240",0,1,0,0.00,0.03,0.00,0.4,0.4,0.5,0.01,0.01,0.01,1130,1466,287,337,585,691,254,417,92,3,41,17,203,45,56,128,13,3,29,10,20,31,44
Roberto Rosales,35,"3,123",1,0,1,0.03,0.00,0.03,0.5,0.5,3.2,0.02,0.09,0.02,1327,1914,562,682,528,708,223,465,148,3,100,46,515,77,53,62,26,19,95,52,82,60,33
Roberto,4,270,0,0,0,0.00,0.00,0.00,0.1,0.1,0.1,0.00,0.00,0.00,443,828,16,16,138,141,289,671,0,0,0,0,1,0,0,2,1,0,0,1,0,0,0
Adrián González,29,"2,340",3,0,2,0.12,0.00,0.08,2.8,2.0,0.9,0.11,0.04,0.08,866,1099,362,445,364,425,126,184,82,1,36,10,375,40,20,29,40,10,36,71,9,25,57
Chory Castro,26,"2,061",4,2,3,0.17,0.09,0.13,3.2,2.2,2.3,0.14,0.10,0.10,655,995,313,391,223,327,102,233,96,3,33,12,440,35,18,12,47,19,127,112,79,18,18
Diego Rolán,26,"1,946",6,0,6,0.28,0.00,0.28,4.8,4.8,1.0,0.22,0.05,0.22,464,603,260,319,147,191,43,61,47,2,25,5,517,30,18,5,92,60,111,187,20,21,12
Recio,22,"1,837",1,2,0,0.05,0.10,0.00,1.8,1.0,1.5,0.09,0.08,0.05,787,1011,353,406,309,378,111,197,68,4,46,17,437,30,24,13,28,13,73,41,21,27,13
Ignasi Miquel,16,"1,440",1,0,1,0.06,0.00,0.06,0.5,0.5,0.1,0.02,0.01,0.02,505,735,114,148,271,340,116,237,33,0,23,3,155,33,0,96,20,2,23,15,0,0,19
Manuel Iturra,13,966,0,0,0,0.00,0.00,0.00,0.5,0.5,0.7,0.03,0.04,0.03,476,610,185,226,210,256,74,118,42,0,49,13,335,35,0,13,5,18,32,13,0,0,18
Diego González,0,"","","","","","","",0.4,0.4,0.7,0.03,0.05,0.03,405,565,124,150,215,270,61,136,30,0,27,11,213,39,24,46,16,2,19,21,14,21,28
Youssef En-Nesyri,25,"1,596",4,0,4,0.23,0.00,0.23,4.8,4.0,0.9,0.27,0.05,0.23,202,347,127,192,57,105,12,30,20,3,17,2,462,19,5,27,70,16,38,149,14,11,43
Keko,21,"1,209",0,2,0,0.00,0.15,0.00,1.4,1.4,1.2,0.11,0.09,0.11,287,406,162,203,93,130,27,56,29,2,29,11,413,34,15,3,35,15,54,69,36,18,10
Federico Ricca,14,"1,109",0,1,0,0.00,0.08,0.00,0.1,0.1,0.2,0.01,0.02,0.01,400,617,187,234,174,241,34,120,36,0,44,14,219,38,21,21,7,5,22,11,23,22,21
Adalberto Peñaranda,13,802,0,0,0,0.00,0.00,0.00,0.8,0.8,0.2,0.09,0.03,0.09,191,247,121,146,55,70,7,13,12,0,9,2,178,14,3,3,23,17,47,98,4,7,15
Juankar,10,784,0,0,0,0.00,0.00,0.00,0.1,0.1,0.8,0.01,0.09,0.01,318,433,133,160,146,194,38,69,31,0,21,7,102,17,19,16,2,5,28,12,19,12,4
Borja Bastón,20,985,2,0,1,0.18,0.00,0.09,4.1,2.6,0.6,0.37,0.06,0.23,181,236,118,141,46,63,7,13,3,3,9,1,223,11,3,3,41,1,17,99,2,4,23
Brown Ideye,13,733,1,0,1,0.12,0.00,0.12,1.4,1.4,0.4,0.17,0.05,0.17,109,156,67,90,32,47,6,13,8,0,1,0,169,2,1,8,23,8,11,79,4,1,9
Miguel Torres,8,673,0,0,0,0.00,0.00,0.00,0.2,0.2,0.0,0.02,0.01,0.02,260,326,102,117,123,145,32,56,24,1,10,2,75,17,6,23,6,1,13,4,3,4,2
Maxime Lestienne,10,357,2,1,2,0.50,0.25,0.50,1.1,1.1,0.6,0.14,0.08,0.14,159,232,87,106,51,74,19,43,10,1,5,2,173,8,0,3,28,7,37,35,0,0,0
Álex Mula,16,"1,156",5,2,5,0.39,0.16,0.39,0.9,0.9,0.3,0.15,0.04,0.15,153,207,65,77,61,78,26,49,11,1,6,4,137,7,0,3,17,12,35,29,0,0,4
Zdravko Kuzmanović,8,480,0,1,0,0.00,0.19,0.00,0.1,0.1,0.4,0.02,0.07,0.02,296,340,102,114,149,165,40,53,37,1,2,0,72,5,3,8,2,4,22,7,2,2,6
Esteban Rolón,8,418,0,0,0,0.00,0.00,0.00,0.1,0.1,0.0,0.01,0.00,0.01,107,140,46,54,40,55,17,24,7,0,7,2,99,4,6,2,2,3,10,3,1,5,6
Juanpi,16,610,0,2,0,0.00,0.30,0.00,1.0,1.0,1.1,0.15,0.16,0.15,173,221,94,108,55,71,19,31,16,3,12,7,176,8,12,0,14,15,28,46,6,9,2
Andrés Prieto,4,360,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,39,87,0,0,10,12,29,75,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Javier Ontiveros,14,637,0,1,0,0.00,0.14,0.00,0.2,0.2,0.4,0.05,0.09,0.05,121,180,62,77,43,66,12,26,18,0,4,1,100,7,0,4,10,14,35,27,0,0,7
Alberto Bueno,11,226,0,0,0,0.00,0.00,0.00,0.2,0.2,0.3,0.10,0.12,0.10,80,103,35,43,30,36,14,22,9,0,2,1,61,5,0,2,5,1,6,26,3,2,1
Jony,21,"1,595",5,4,5,0.28,0.23,0.28,0.3,0.3,0.4,0.11,0.15,0.11,52,105,23,27,18,36,10,29,7,0,2,0,56,2,0,0,8,3,18,24,0,0,0
Cifu,9,618,0,0,0,0.00,0.00,0.00,0.0,0.0,0.3,0.00,0.22,0.00,59,77,36,42,21,26,2,5,4,0,2,2,37,3,0,2,0,3,12,4,0,0,1
Álex Robles,1,90,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,20,30,8,10,10,15,2,5,1,0,3,0,13,2,2,3,0,0,1,0,1,3,0
Alberto López,1,45,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,15,22,11,14,3,6,0,1,0,0,0,0,4,1,1,2,0,0,1,0,1,0,0
Emanuel Cecchini,1,61,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.07,0.00,0.07,15,18,10,12,3,3,2,2,1,0,4,2,13,0,0,1,0,1,2,1,0,0,0
Iván Rodríguez,1,20,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,10,10,3,3,7,7,0,0,1,0,0,0,3,0,1,1,0,0,1,0,0,0,0
Juan Cruz,1,7,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,4,4,3,3,1,1,0,0,0,0,1,0,5,0,0,0,0,1,1,0,0,1,0
José Carlos,5,303,0,0,0,0.00,0.00,0.00,"","","","","","",,,,,,,,,,,,,,,0,,,,,,0,0,
Cenk Gönen,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Ían Pino,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Agustín Rossi,26,"2,340",0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,2,,,,,,0,0,
Cristian Pavón,26,"2,270",6,11,6,0.24,0.44,0.24,,,,,,,,,,,,,,,,,,,,,22,,,,,,126,31,
Lisandro Magallán,25,"2,250",0,1,0,0.00,0.04,0.00,,,,,,,,,,,,,,,,,,,,,58,,,,,,0,28,
Wílmar Barrios,23,"1,989",1,0,1,0.05,0.00,0.05,,,,,,,,,,,,,,,,,,,,,65,,,,,,2,52,
Frank Fabra,22,"1,934",2,3,2,0.09,0.14,0.09,,,,,,,,,,,,,,,,,,,,,34,,,,,,28,42,
Nahitan Nández,24,"1,887",4,0,4,0.19,0.00,0.19,,,,,,,,,,,,,,,,,,,,,18,,,,,,26,40,
Leonardo Jara,22,"1,717",1,3,1,0.05,0.16,0.05,,,,,,,,,,,,,,,,,,,,,34,,,,,,35,38,
Paolo Goltz,19,"1,579",0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,35,,,,,,1,16,
Edwin Cardona,20,"1,572",4,2,3,0.23,0.11,0.17,,,,,,,,,,,,,,,,,,,,,14,,,,,,90,26,
Pablo Pérez,23,478,1,1,1,0.19,0.19,0.19,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Carlos Tevez,10,812,3,2,3,0.33,0.22,0.33,,,,,,,,,,,,,,,,,,,,,3,,,,,,6,8,
Darío Benedetto,9,751,9,3,7,1.08,0.36,0.84,,,,,,,,,,,,,,,,,,,,,0,,,,,,2,3,
Emanuel Reynoso,9,761,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,13,,,,,,14,15,
Santiago Vergini,8,708,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,16,,,,,,0,8,
Walter Bou,16,575,3,1,3,0.47,0.16,0.47,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,8,
Fernando Gago,6,518,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,12,,,,,,5,5,
Ramón Ábila,9,728,4,3,4,0.49,0.37,0.49,,,,,,,,,,,,,,,,,,,,,0,,,,,,2,2,
Emmanuel Más,14,"1,171",0,1,0,0.00,0.08,0.00,,,,,,,,,,,,,,,,,,,,,30,,,,,,25,18,
Julio Buffarini,12,453,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,10,,,,,,21,14,
Gino Peruzzi,6,315,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,6,,,,,,9,5,
Cristian Espinoza,11,280,0,1,0,0.00,0.32,0.00,,,,,,,,,,,,,,,,,,,,,1,,,,,,16,3,
Sebastián Pérez Cardona,3,227,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,7,,,,,,0,5,
Oscar Benítez,14,276,1,0,1,0.33,0.00,0.33,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,4,
Agustín Heredia,2,180,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,7,,,,,,0,2,
Guido Vadalá,4,179,1,0,1,0.50,0.00,0.50,,,,,,,,,,,,,,,,,,,,,0,,,,,,1,1,
Agustín Almendra,3,99,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,1,
Julián Chicco,2,93,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,7,,,,,,0,0,
Gonzalo Goñi,1,90,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,1,
Guillermo Sara,1,90,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Gonzalo Maroni,6,115,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,
Agustín Bouzat,15,"1,202",2,0,2,0.15,0.00,0.15,,,,,,,,,,,,,,,,,,,,,8,,,,,,41,16,
Gonzalo Lamardo,1,23,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Fernando Evangelista,9,785,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,16,,,,,,30,27,
Juan Manuel Insaurralde,1,1,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Javier Bustillos,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nahuel Molina,14,"1,226",1,0,1,0.07,0.00,0.07,,,,,,,,,,,,,,,,,,,,,26,,,,,,33,15,
Mateo Retegui,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leonardo Burián,27,"2,385",0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,2,,,,,,0,2,
Santiago García,27,"2,385",1,0,1,0.04,0.00,0.04,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Diego Viera,25,"2,246",1,0,1,0.04,0.00,0.04,,,,,,,,,,,,,,,,,,,,,47,,,,,,2,19,
Fabrizio Angileri,23,"2,013",0,5,0,0.00,0.22,0.00,,,,,,,,,,,,,,,,,,,,,43,,,,,,84,32,
Guillermo Matías Fernández,24,"2,012",3,2,3,0.13,0.09,0.13,,,,,,,,,,,,,,,,,,,,,24,,,,,,92,31,
Luciano Abecasis,23,"1,895",1,6,1,0.05,0.28,0.05,,,,,,,,,,,,,,,,,,,,,38,,,,,,82,41,
Tomás Cardona,19,"1,678",2,1,2,0.11,0.05,0.11,,,,,,,,,,,,,,,,,,,,,59,,,,,,0,14,
Ángel González,25,"1,584",4,2,4,0.23,0.11,0.23,,,,,,,,,,,,,,,,,,,,,16,,,,,,31,15,
Juan Andrada,19,"1,464",0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,55,,,,,,3,38,
Juan Fernando Garro,19,"1,241",5,4,4,0.36,0.29,0.29,,,,,,,,,,,,,,,,,,,,,15,,,,,,29,6,
Jalil Elías,4,267,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,3,,,,,,0,4,
Gastón Giménez,9,600,0,1,0,0.00,0.15,0.00,,,,,,,,,,,,,,,,,,,,,8,,,,,,44,12,
Victorio Ramis,23,998,3,0,3,0.27,0.00,0.27,,,,,,,,,,,,,,,,,,,,,8,,,,,,16,12,
Cristian Báez,14,878,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,21,,,,,,8,7,
Leonel Galeano,8,634,1,0,1,0.14,0.00,0.14,,,,,,,,,,,,,,,,,,,,,16,,,,,,1,10,
Facundo Cobos,7,595,1,0,1,0.15,0.00,0.15,,,,,,,,,,,,,,,,,,,,,34,,,,,,16,16,
Felipe Rodríguez,12,575,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,9,,,,,,16,10,
Fabián Henríquez,12,553,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,17,,,,,,0,13,
Javier Marcelo Correa,12,950,8,0,8,0.76,0.00,0.76,,,,,,,,,,,,,,,,,,,,,1,,,,,,9,4,
Leandro Lencinas,8,302,0,1,0,0.00,0.30,0.00,,,,,,,,,,,,,,,,,,,,,3,,,,,,19,0,
Agustín Verdugo,7,251,1,1,1,0.36,0.36,0.36,,,,,,,,,,,,,,,,,,,,,3,,,,,,4,13,
Walter Serrano,3,159,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,4,,,,,,0,2,
Sebastián Olivares,1,90,1,0,1,1.00,0.00,1.00,,,,,,,,,,,,,,,,,,,,,7,,,,,,0,2,
Diego Riolfo,1,8,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Roberto Ramírez,1,45,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Brian Alferez,2,25,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,2,,,,,,0,0,
Luciano Pizarro,1,18,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,1,
Agustín Manzur,3,15,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Lucas Agüero,2,10,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Valentín Burgoa,1,8,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,2,
Agustín Aleo,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomás Badaloni,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juan Bolado,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luis De Faría,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luciano Lapetina,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramiro Martínez,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicolás Navarro,24,"2,160",0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Nicolás Blandi,22,"1,942",9,4,8,0.42,0.19,0.37,,,,,,,,,,,,,,,,,,,,,2,,,,,,19,5,
Paulo Díaz,21,"1,864",2,3,2,0.10,0.14,0.10,,,,,,,,,,,,,,,,,,,,,80,,,,,,41,41,
Matías Caruzzo,19,"1,647",0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,60,,,,,,2,23,
Robert Piris Da Motta,20,"1,543",0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,49,,,,,,7,43,
Gabriel Rojas,17,"1,487",0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,36,,,,,,78,30,
Gabriel Gudiño,21,"1,242",2,0,2,0.14,0.00,0.14,,,,,,,,,,,,,,,,,,,,,21,,,,,,29,34,
Fernando Belluschi,15,"1,231",2,6,2,0.15,0.44,0.15,,,,,,,,,,,,,,,,,,,,,13,,,,,,80,17,
Gonzalo Rodríguez,14,"1,227",0,1,0,0.00,0.07,0.00,,,,,,,,,,,,,,,,,,,,,37,,,,,,1,17,
Fabricio Coloccini,13,"1,170",0,1,0,0.00,0.08,0.00,,,,,,,,,,,,,,,,,,,,,31,,,,,,1,12,
Juan Ignacio Mercier,15,"1,077",0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,39,,,,,,3,30,
Facundo Quignon,15,"1,045",0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,21,,,,,,4,35,
Nicolás Reniero,21,"1,132",4,2,4,0.32,0.16,0.32,,,,,,,,,,,,,,,,,,,,,6,,,,,,11,7,
Franco Moyano,11,945,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,16,,,,,,23,14,
Nahuel Barrios,16,907,2,0,2,0.20,0.00,0.20,,,,,,,,,,,,,,,,,,,,,13,,,,,,11,13,
Rubén Botta,21,939,3,0,3,0.29,0.00,0.29,,,,,,,,,,,,,,,,,,,,,8,,,,,,27,18,
Marcos Senesi,13,877,1,1,1,0.10,0.10,0.10,,,,,,,,,,,,,,,,,,,,,30,,,,,,3,23,
Marcos Angeleri,11,847,0,1,0,0.00,0.11,0.00,,,,,,,,,,,,,,,,,,,,,32,,,,,,24,20,
Ezequiel Cerutti,9,659,5,0,5,0.68,0.00,0.68,,,,,,,,,,,,,,,,,,,,,3,,,,,,48,5,
Leandro Romagnoli,13,500,0,2,0,0.00,0.36,0.00,,,,,,,,,,,,,,,,,,,,,3,,,,,,44,5,
Alexis Castro,14,527,0,2,0,0.00,0.34,0.00,,,,,,,,,,,,,,,,,,,,,10,,,,,,36,11,
Víctor Ezequiel Salazar,7,346,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,12,,,,,,16,11,
Tomás Conechny,7,263,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,2,,,,,,4,4,
Bautista Merlini,3,225,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,4,,,,,,2,4,
Sebastián Torrico,2,180,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Franco Mussis,2,145,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,2,,,,,,3,5,
Nicolás Zalazar,2,135,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,4,,,,,,1,1,
José Devecchi,1,90,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Jonás Acevedo,2,72,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,1,
Germán Berterame,4,73,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,1,
Valentín Viola,1,35,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,2,0,
Franco Carretero,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juan Cavallaro,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alejandro Molina,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ignacio Pussetto,27,"2,374",9,5,8,0.34,0.19,0.30,,,,,,,,,,,,,,,,,,,,,31,,,,,,54,41,
Marcos Guillermo Díaz,26,"2,340",0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,1,
Hugo Nervo,26,"2,313",0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,35,,,,,,0,9,
Adrián Calello,26,"2,216",0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,33,,,,,,3,53,
Saúl Salcedo,22,"1,929",0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,44,,,,,,1,23,
Cristian Chimino,22,"1,623",0,1,0,0.00,0.06,0.00,,,,,,,,,,,,,,,,,,,,,37,,,,,,38,46,
Mauro Bogado,21,"1,334",3,1,1,0.20,0.07,0.07,,,,,,,,,,,,,,,,,,,,,23,,,,,,83,27,
Carlos Araujo,15,"1,280",1,1,1,0.07,0.07,0.07,,,,,,,,,,,,,,,,,,,,,38,,,,,,29,30,
Fernando Coniglio,23,"1,277",3,2,2,0.21,0.14,0.14,,,,,,,,,,,,,,,,,,,,,3,,,,,,20,7,
Lucas Villalba,14,"1,183",0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,26,,,,,,47,22,
Israel Damonte,9,618,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,7,,,,,,5,11,
Nicolás Silva,13,854,3,1,3,0.32,0.11,0.32,,,,,,,,,,,,,,,,,,,,,5,,,,,,30,7,
Pablo Álvarez,10,845,1,1,1,0.11,0.11,0.11,,,,,,,,,,,,,,,,,,,,,13,,,,,,16,16,
Patricio Toranzo,17,805,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,6,,,,,,24,12,
Kaku,12,822,1,3,1,0.11,0.33,0.11,,,,,,,,,,,,,,,,,,,,,9,,,,,,26,16,
Ricardo Noir,1,62,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Diego Mendoza,12,575,1,2,1,0.16,0.31,0.16,,,,,,,,,,,,,,,,,,,,,2,,,,,,5,6,
Andrés Chávez,10,555,3,1,3,0.49,0.16,0.49,,,,,,,,,,,,,,,,,,,,,2,,,,,,4,7,
Carlos Matheu,6,501,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,10,,,,,,0,3,
Nazareno Solís,10,389,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,3,,,,,,31,5,
Norberto Briasco,5,295,1,0,1,0.31,0.00,0.31,,,,,,,,,,,,,,,,,,,,,2,,,,,,0,5,
Daniel Montenegro,12,313,1,1,1,0.29,0.29,0.29,,,,,,,,,,,,,,,,,,,,,1,,,,,,20,3,
Lucio Compagnucci,6,141,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,4,,,,,,0,6,
Mariano González,10,438,0,1,0,0.00,0.21,0.00,,,,,,,,,,,,,,,,,,,,,4,,,,,,10,6,
Federico Mancinelli,2,108,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,2,
Manuel García,1,90,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Julio Angulo,3,186,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Ezequiel Garré,3,259,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,9,,,,,,5,4,
Matías Juárez,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joaquín Mendive,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guido Herrera,27,"2,430",1,0,0,0.04,0.00,0.00,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,1,
Juan Ramírez,26,"2,174",5,1,5,0.21,0.04,0.21,,,,,,,,,,,,,,,,,,,,,43,,,,,,38,52,
Lucas Olaza,24,"2,160",4,1,1,0.17,0.04,0.04,,,,,,,,,,,,,,,,,,,,,40,,,,,,164,33,
Pablo Guiñazú,23,"2,059",0,1,0,0.00,0.04,0.00,,,,,,,,,,,,,,,,,,,,,42,,,,,,0,51,
Leonardo Godoy,23,"2,030",0,2,0,0.00,0.09,0.00,,,,,,,,,,,,,,,,,,,,,43,,,,,,46,28,
Joao Rojas,25,"2,024",1,5,1,0.04,0.22,0.04,,,,,,,,,,,,,,,,,,,,,16,,,,,,78,17,
Javier Gandolfi,20,"1,758",0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,27,,,,,,0,16,
Juan Cruz Komar,19,"1,640",0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,51,,,,,,1,17,
Fernando Godoy,22,"1,501",0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,33,,,,,,18,31,
Carlos Quintana,18,"1,462",2,0,2,0.12,0.00,0.12,,,,,,,,,,,,,,,,,,,,,37,,,,,,1,17,
